Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Rs,warranty_status,Image_URL
Asus,ZenBook UX310UA-FB485T,cf60f8eb,13.3,8,Windows 10,1.4,Quad HD+,3200,1800,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,103500,Warranty Expired,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
HP,Spectre 13-V111dx,8508dc59,13.3,8,Windows 10,1.11,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,121410,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Acer,Aspire ES1-533,239f5576,15.6,4,Windows 10,2.4,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505,34200,Under Warranty,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Asus,Rog GL553VE-DS74,43b1ce94,15.6,16,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,161910,Warranty Expired,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
HP,EliteBook 840,8ecf6f55,14,8,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,188010,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Acer,Nitro 5,26310316,15.6,8,Windows 10,2.7,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,113400,Warranty Expired,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
HP,ENVY -,3390406e,13.3,8,Windows 10,1.34,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,107010,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Vostro 3568,dff2782c,15.6,4,Windows 10,2.18,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,49230,In Progress,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
HP,Probook 440,7bbd3366,14,4,Windows 10,1.64,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,70110,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Toshiba,Portege Z30-C-16H,9d4b9555,13.3,4,Windows 10,1.2,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,107550,Warranty Expired,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,EliteBook 840,69810003,14,4,Windows 10,1.48,Standard,1366,768,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,98999.1,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
HP,ProBook 640,64e87586,14,4,Windows 10,1.95,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,108450,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,EliteBook 1040,8a1f0900,14,8,Windows 7,1.43,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,130410,Warranty Expired,https://images.unsplash.com/photo-1580894908361-967195033215
HP,ProBook 440,60d5a4b9,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,94433.4,Under Warranty,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
HP,Probook 440,4119482,14,4,Windows 10,1.64,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,61560,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 7567,4d5694dc,15.6,8,Windows 10,2.65,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,85410,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,EliteBook 820,4167efb3,12.5,4,Windows 10,1.26,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,138510,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
HP,Elitebook 840,1637e9fd,14,4,Windows 10,1.48,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,143100,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,EliteBook 840,82d62f04,14,8,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,169848.9,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,Probook 430,24f75427,13.3,4,Windows 10,1.49,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,72000,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Toshiba,Portege A30-C-1CZ,9aee1388,13.3,8,Windows 10,1.5,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,108900,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,ProBook 450,366ca078,15.6,4,Windows 10,2.04,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,69299.1,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,ThinkPad P70,78348692,17.3,16,Windows 7,2.4,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M,267120,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Toshiba,Tecra Z40-C-12Z,3e9f322a,14,8,Windows 10,1.47,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,134100,Warranty Expired,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,EliteBook 1040,d2ff05e0,14,8,Windows 10,1.43,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,200610,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 5568,f2184b5b,15.6,4,Windows 10,2.08,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520,71639.1,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Toshiba,Portégé Z30-C-16K,ac6c0069,13.3,8,Windows 10,1.2,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,143100,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,Spectre 13-V100nv,8222f90d,13.3,8,Windows 10,1.11,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,103410,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,ProBook 440,1e661587,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,106688.7,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Latitude E5570,d3c745dc,15.6,8,Windows 10,2.09,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520,94179.6,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,Elitebook 820,4073e860,12.5,4,Windows 10,1.26,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,140310,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,ProBook 650,8a84cd31,14,4,Windows 10,2.31,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,107010,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,ProBook 640,7c402399,14,4,Windows 10,1.95,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,95400,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,XPS 13,2fad8c20,13.3,8,Windows 10,1.29,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,146160,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
HP,Probook 470,d5781d48,17.3,8,Windows 10,2.63,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,97200,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
HP,ProBook 440,2a06d871,14,4,Windows 10,1.64,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,87570,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Acer,Aspire 3,bb65e47f,15.6,6,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,36810,Warranty Expired,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
MSI,GL72M 7RDX,b7e49d46,17.3,8,Windows 10,2.7,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,107262,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,Probook 640,481bc5c7,14,8,Windows 7,1.95,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,107550,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,EliteBook 850,c8148fbb,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,110609.1,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
HP,EliteBook 820,9ad5eb62,12.5,8,Windows 10,1.26,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,121410,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
HP,ProBook 450,0be80c28,15.6,4,Windows 10,2.04,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,66780,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Toshiba,Tecra Z40-C-136,e2f9c703,14,8,Windows 10,1.47,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,155250,Warranty Expired,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Dell,Latitude E5570,dd56500f,15.6,8,Windows 7,2.09,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,95665.5,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,ProBook 440,557df6bc,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,90945.9,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,Yoga 500-15ISK,2b6ba086,15.6,4,Windows 10,1.8,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,76230,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Vero,V142 (X5-Z8350/2GB/32GB/W10),a83e1d08,14,2,Windows 10,1.45,Standard,1366,768,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,18972,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Toshiba,Tecra A50-C-218,ca7f3884,15.6,16,Windows 10,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,128250,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Lenovo,Thinkpad L560,fcfa05f0,15.6,8,Windows 10,2.3,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,94464,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
HP,EliteBook 840,1a128cbc,14,4,Windows 10,1.54,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,90000,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,EliteBook 850,8efc8379,15.6,8,Windows 10,1.84,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520,189300.6,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,EliteBook 1040,323d608e,14,8,Windows 7,1.43,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,132210,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
MSI,GT72S Dominator,50b1364a,17.3,16,Windows 10,3.78,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,139107.6,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,IdeaPad Y900-17ISK,f4cca187,17.3,16,Windows 10,4.6,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,206099.1,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,Chromebook C202SA,ee0f4bd5,11.6,4,Chrome OS,1.2,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,25911,Warranty Expired,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
Lenovo,ThinkPad X1,45b1fe4e,14,16,Windows 7,1.1,Standard,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,235800,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,Noteb Pav,74808b7b,15.6,8,Windows 10,1.91,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,88110,Warranty Expired,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Inspiron 5578,1ebd1430,15.6,8,Windows 10,2.3,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,98460,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,ProBook 450,a195c3ab,15.6,4,Windows 10,2.04,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,88110,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,XPS 13,910d62d5,13.3,16,Windows 10,1.2,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,202860,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
HP,ProBook 650,d985a57f,15.6,4,Windows 10,2.31,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,63463.5,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,250 G5,d02de851,15.6,4,No OS,1.96,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,44910,In Progress,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Acer,Aspire ES1-523,034ffd6f,15.6,8,Windows 10,2.4,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5,40410,Warranty Expired,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Dell,Inspiron 7378,92bd36a0,13.3,12,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,116910,In Progress,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
MSI,GT62VR 6RD,056324fb,15.6,16,Windows 10,2.94,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,163710,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,ProBook 450,afae3434,15.6,8,Windows 10,2.04,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,96300,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Asus,Rog G752VL-GC088D,845fb8eb,17.3,16,No OS,4,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M,89820,In Progress,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Dell,Inspiron 3567,dd0c24cd,15.6,4,Windows 10,2.25,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics,50310,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 5567,58657401,15.6,16,Windows 10,2.32,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445,89099.1,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
MSI,GS63VR 6RF,645e49c1,15.6,16,Windows 10,1.8,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,173610,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Dell,XPS 13,c2689256,13.3,8,Windows 10,1.29,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,131220,In Progress,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Asus,ROG G701VO,6c2412c1,17.3,64,Windows 10,3.58,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 ,357750,In Progress,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
Dell,Inspiron 5368,8594af97,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,71820.9,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Alienware 15,0868e9f3,15.6,16,Windows 10,3.21,4K Ultra HD,3840,2160,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,119610,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Apple,"MacBook 12""",9d903d60,12,8,Mac OS X,0.92,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515,117000,Warranty Expired,https://images.unsplash.com/photo-1509395176047-4a66953fd231
Dell,Latitude 3570,4a26b427,15.6,4,Windows 10,2.06,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,43378.2,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,ProBook 650,fcf800a6,15.6,4,Windows 10,2.31,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,107910,Warranty Expired,https://images.unsplash.com/photo-1580894908361-967195033215
HP,EliteBook 820,69777f8e,12.5,8,Windows 7,1.26,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,107910,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
HP,ProBook 430,ccbdd34e,13.3,8,Windows 10,1.49,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,98100,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,ThinkPad Yoga,2da42d08,12.5,8,Windows 10,1.3,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,154214.1,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,IdeaPad 300-17ISK,12fe0da4,17.3,8,Windows 10,3,Standard,1600,900,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330,59310,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,Ideapad 700-15ISK,c6a16366,15.6,4,Windows 10,2.3,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,87930,Warranty Expired,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
MSI,GT72VR Dominator,0f12ff2a,17.3,16,Windows 10,3.78,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,224910,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),fa61ea1d,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,48600,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
HP,Probook 650,65f31335,15.6,4,Windows 7,2.31,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,84600,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,Yoga 900S-12ISK,de18fb8f,12.5,8,Windows 10,0.99,Standard,2560,1440,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,125910,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,IdeaPad Y900-17ISK,9.73E+36,17.3,32,Windows 10,4.6,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,291600,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,Yoga Book,19a389f5,10.1,4,Windows 10,0.69,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,58164.3,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,Spectre x360,57a1f53e,13.3,16,Windows 10,1.3,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,184410,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Vostro 3568,2f870ad5,15.6,8,Windows 10,2.18,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,67500,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,EliteBook 840,b0b7e0c6,14,4,Windows 7,1.54,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,92789.1,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,ZBook 15u,2f607e7e,15.6,8,Windows 7,1.9,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M,134550,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Lenovo,ThinkPad T460,e9d40304,14,8,Windows 7,1.7,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,107910,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,Chromebook 13,f79213f8,13.3,4,Chrome OS,1.29,Quad HD+,3200,1800,No,No,No,Intel,1.5,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515,55350,Under Warranty,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Acer,Aspire ES1-523,9618a607,15.6,4,Windows 10,2.4,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,500,0,HDD,No,AMD,Radeon R5,34830,Warranty Expired,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Dell,Inspiron 3552,241a01dd,15.6,4,Linux,2.2,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3700,500,0,HDD,No,Intel,HD Graphics,35414.1,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,250 G6,4dbde95a,15.6,4,No OS,1.86,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,31139.1,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Asus,Rog GL702VM-GC354T,ee901666,17.3,8,Windows 10,2.7,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,143910,Under Warranty,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Dell,Inspiron 5370,22befe13,13.3,4,Windows 10,1.4,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,73651.5,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,Elitebook 820,aff6a6f8,12.5,4,Windows 7,2.4,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,143910,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Acer,Aspire F5-573G,e7a8fbe0,15.6,8,Windows 10,2.4,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,1024,SSD,HDD,Nvidia,GeForce GTX 950M,71910,In Progress,https://images.unsplash.com/photo-1573729784472-1c977e33d5d3
Dell,Inspiron 5567,764d837d,15.6,8,Windows 10,2.36,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,57492,Warranty Expired,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
MSI,GS70 Stealth,f9be75fc,17.3,8,Windows 10,2.6,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,GeForce GTX 965M,143910,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
